FID,TID,PRICE,YEAR,MONTH
12,26,50,2006,6
12,27,50,2006,6
12,28,80,2006,6
12,29,70,2006,6
12,30,50,2006,6
12,31,70,2006,6
12,32,60,2006,6
12,33,30,2006,6
12,34,60,2006,6
12,35,40,2006,6
12,36,60,2006,6
12,37,80,2006,6
12,38,50,2006,6
12,39,50,2006,6
12,40,40,2006,6
12,41,60,2006,6
12,42,80,2006,6
12,43,40,2006,6
12,44,70,2006,6
12,45,70,2006,6
12,46,40,2006,6
12,47,80,2006,6
12,48,70,2006,6
12,49,70,2006,6
12,50,40,2006,6
12,51,30,2006,6
12,52,50,2006,6
12,53,70,2006,6
12,54,80,2006,6
